Year,GDP.Nominal GDP[1],GDP.nominal GDP growth rate[1],GDP.Real GDP in 2021c$[1],GDP.real GDP growth rate[1],Government.debt to GDP ratio[1],Government.government consumption[1],Finance.total investment[1],Circular Flow.private consumption[1],Employment.Wage Rate[1],Employment.Employed[1],Employment.Unemployed[1],Employment.unemployment rate[1],Employment.share of employment in agriculture[1],Employment.share of employment in industry[1],Employment.share of employment in services[1],Inflation.agriculture percentage of GDP[1],Demographics.nominal GDP per person[1],Demographics.real GDP per person[1],Demographics.Aged 0 years[1],Demographics.Aged 1 to 20 years[1],Demographics.Aged 20 to 40 years[1],Demographics.Aged 40 to 60 years[1],Demographics.Aged 60 to 65 years[1],Demographics.Aged 65 to 75 years[1],Demographics.Aged Over 75 years[1],Demographics.deaths 0 years[1],Demographics.deaths 1 to 20 years[1],Demographics.deaths 20 to 40 years[1],Demographics.deaths 40 to 60 years[1],Demographics.deaths 60 to 65 years[1],Demographics.deaths 65 to 75 years[1],Demographics.deaths Over 75 years[1],Demographics.Population[1],Demographics.fertility[1],Demographics.Births[1],Demographics.total deaths[1],Demographics.female population literacy percentage[1],Land Use.Forest Land[1],Crop.crop production[1],Food Demand.crop demand for food[1],Food Demand.Crops used for Seed or Lost[1],Food Demand.feed production[1],Land Use.Cropland[1],Freshwater.total water withdrawal[1],Animal Products.animal products production[1],Food Demand.animal products demand[1],Freshwater.irrigated cropland[1],Animal Products.aquatic animal product share[1],Land Nutrients.man made fertilizer use[1],Land Nutrients.manure fertilizer use[1],Land Nutrients.fertilizer use[1],fossil energy.Secondary Fossil Energy Output[1],fossil energy coal.Secondary Fossil Energy Output[1],fossil energy oil.Secondary Fossil Energy Output[1],fossil energy gas.Secondary Fossil Energy Output[1],renewable energy.Renewable Energy Output[1],wind and solar energy.Wind and Solar Energy Output[1],hydropower energy.Hydropower Energy Output[1],nuclear energy.Nuclear Energy Output[1],other energy.Other Energy Output[1],bio fuel energy.bio fuel primary energy[1],bio fuel energy.bio fuel secondary energy output[1],energy supply.Total Energy Output[1],renewable energy.Total Renewable Energy Capacity[1],wind and solar energy.Wind and Solar Energy Capacity[1],hydropower energy.Hydropower Energy Capacity[1],other energy.Other Energy Capacity[1],bio fuel energy.bio fuel production[1],nuclear energy.Nuclear Energy Capacity[1],fossil energy.Primary Fossil Energy FUEL[1],fossil energy coal.Primary Fossil Energy FUEL[1],fossil energy oil.Primary Fossil Energy FUEL[1],fossil energy gas.Primary Fossil Energy FUEL[1],energy demand.demand for energy[1],energy investments.Gross Investments in Fossil Fuel Extraction Capital[1],energy investments.Coal Gross Investments in Fossil Fuel Extraction Capital[1],energy investments.Oil Gross Investments in Fossil Fuel Extraction Capital[1],energy investments.Gas Gross Investments in Fossil Fuel Extraction Capital[1],energy investments.Gross Investments in Fossil Energy Capital[1],energy investments.Coal Gross Investments in Fossil Energy Capital[1],energy investments.Gross Investments in Fossil Energy Capital oil and gas[1],energy investments.Gross Investments in Renewables[1],energy investments.Investments in Nuclear Capacity[1],energy investments.Gross Investments in Hydropower Energy capacity[1],energy investments.Gross Investments in Solar and Wind Energy Capacity[1],energy investments.Gross Investments in Other Capacity[1],energy investments.Gross Investments in Biofuel Capacity[1],wind and solar energy.Installation Cost of Solar and Wind capacity[1],hydropower energy.Hydropower Installation Costs[1],energy investments.share of GDP invested in fuel extraction[1],energy investments.share of GDP invested in Energy without fuel[1],fossil energy coal.Fossil Fuel Extraction Carbon[1],fossil energy oil.Fossil Fuel Extraction Carbon[1],fossil energy gas.Fossil Fuel Extraction Carbon[1],fossil energy.conversion efficiency of fossil fuels to secondary fossil energy[1],fossil energy coal.conversion efficiency of fossil fuels to secondary fossil energy[1],fossil energy oil.conversion efficiency of fossil fuels to secondary fossil energy[1],fossil energy gas.conversion efficiency of fossil fuels to secondary fossil energy[1],Sea Level.SLR thermosteric[1],Sea Level.SLR from mountain glaciers[1],Sea Level.SLR from Greenland Ice Sheet[1],Sea Level.SLR from Antarctic Ice Sheet[1],Sea Level.SLR from LWS[1],Sea Level.Total global SLR[1],Animal Products Demand.Average Daily Demand Per Capita[1],Ocean.Air sea co2 flux[1],Emissions.land carbon sink[1],Terrestrial Carbon Balance.Terrestrial carbon balance[1],Terrestrial Carbon Balance.deforestation carbon loss[1],Terrestrial Carbon Balance.forest regrowth carbon uptake[1],Concrete.total yearly concrete use[1],Concrete.residential concrete stock in use[1],Concrete.Infrastructure concrete stock in use[1],Concrete.In use concrete stock[1],Concrete.concrete waste generation[1],Concrete.new RS construction[1],Concrete.CO2 emissions[1],Emissions.CO2 emissions from Energy[1],Emissions.CO2 Emissions from Food and Land Use[1],Emissions.N2O Emissions from Food and Land Use[1],Emissions.N2O Emissions from Other[1],Emissions.N2O Emissions from Energy[1],Emissions.CH4 Emissions from Energy[1],Emissions.CH4 Emissions from Food and Land Use[1],Emissions.CH4 Emissions from Other[1],Emissions.SO2 Emissions from Energy[1],Emissions.HFC134a eq Emissions[1],Emissions.Total CH4 Emissions[1],Emissions.Total CO2 Emissions[1],Emissions.Total SO2 Emissions[1],Emissions.Total N2O Emissions[1],Energy Balance Model.Surface Temperature Anomaly[1]
2093,3276041.51699,0.0527443642896,613520.731417,0.0332230075938,1.12984067437,495807.83173,884334.329471,1895899.35579,384354.25139,3808.66001993,225.242422071,0.0558373498888,0.106821560532,0.261905094206,0.631273345262,3.28246482995,307.519789459,57.590773858,122.864825594,2366.43243854,2544.59567799,2521.53031192,606.57373153,1141.27101289,1349.83996167,0.622198222925,0.384615716549,1.80528945561,5.24677025034,2.60717629779,9.91085409059,77.3054696444,10653.1079601,2.05566246556,123.038635133,97.8458288404,93.1686098645,3316.99664842,60232.1284054,11194.7837136,2707.34218647,9302.6506882,2529.0266396,8537873247700,4429.19530398,4398.80180509,866.120931765,0.135581131234,250.024212575,27.7277938277,277.752006402,40374.0238864,545.637157934,9488.76977329,30339.6169551,83036.6685019,47837.126389,5417.04394366,7277.04103792,13337.3295438,0.132948648457,16445.1686255,130687.733426,30616.4680059,26927.752206,1438.79187494,2249.92392487,6578.13782971,1026.11403251,0.340662094787,0.00430827973509,0.0767106221655,0.259643192886,130904.288928,717440315381,0,326560973673,390879341708,140339754618,0,140339754618,2122632530690,114712849042,21494023589.6,1599147400100,227574726623,274416380381,1040.86763778,2451.53872366,0.00116938235115,0.00481611385533,0.104135738736,1.41450690197,3.85001473649,0.426658815921,0.455934593235,0.162928980351,0.420664296354,0.13450301154,0.10028090796,0.0497631040472,0.0726834528491,0.0687046724027,0.425935148798,1131.26721703,3.49962109452,3.13217353485,-1.32782306131,3.08757021204,1.67962048926,67858.7470234,705563.821512,1567526.04444,2273089.86595,40442.0515256,4872.89174008,5229.87583612,25522.3525096,10518.7338231,15706.9987089,1475.82190355,259.235825092,3.50706170926,148.441904002,104.132950817,4.82166577764,2728.61256396,256.081916528,41270.9621689,6.86497577764,17442.0564376,2.03153308896
2094,3424957.23132,0.046790983339,625965.240209,0.024065232487,1.11788228019,524808.020525,924774.645674,1975374.56512,399458.958052,3799.96782417,231.432411155,0.0574074509217,0.104881854974,0.262237517203,0.632880627823,3.28245808533,321.351311789,58.7320475819,122.642653108,2362.16240723,2541.58134754,2520.76940135,607.579024798,1142.35470371,1360.89474819,0.601315334407,0.371456038078,1.77381986201,5.16107167288,2.55856042559,9.75419237535,77.3538529047,10657.9842859,2.05442557969,122.806295394,97.535967142,93.2990330655,3307.82474648,60656.3789727,11240.9043153,2729.75459092,9486.81040633,2540.24147075,8613933663060,4475.56689534,4446.86512525,877.478135427,0.136859859844,249.955360341,27.7551898494,277.710550191,40894.9694181,511.165132005,9421.54243996,30962.2618461,83616.103099,48330.7948947,5393.86915216,7261.1477739,13389.4921913,0.133413744017,16501.9468608,131772.220291,30897.2721426,27205.6406203,1432.90808562,2258.72343667,6601.15019374,1024.32304873,0.345264429376,0.00403693967002,0.076170603501,0.265056886205,131696.207265,708349787204,0,319394278889,388955508315,138403212897,0,138403212897,2091473197970,111073520544,21005132748.7,1577985272250,223078297660,269404495316,1038.63279269,2441.92372383,0.00113161201566,0.00465025263184,0.0975789455144,1.40466499346,3.93071025649,0.426403293762,0.455838983397,0.161832470724,0.420529133356,0.13596088845,0.101559903779,0.0505442608272,0.073858263941,0.0701066677113,0.432029984709,1143.10471822,3.53347120135,3.13400975586,-1.37257480978,3.12805273785,1.68499330309,70588.2651751,710148.513314,1591375.47117,2301523.98449,40994.9333572,5055.35494668,5452.09248631,25776.8886378,10666.2030863,15756.2847674,1475.4769497,256.960347544,3.28620439472,148.053649815,104.180616361,4.71969370547,2750.81553574,255.520470571,41895.1842104,6.76300370547,17488.7220646,2.0435935985
2095,3549286.35884,0.0392278495226,632229.542567,0.0147236678969,1.11560853598,547807.489982,953571.511209,2047907.35765,415633.485135,3794.51290178,234.236736241,0.0581412987371,0.103952803165,0.26239673631,0.633650460525,3.2824553703,332.870470982,59.2937634009,122.417520287,2357.91500968,2538.5359964,2519.76164841,608.635886833,1143.61301182,1371.78604183,0.581830551726,0.359484313068,1.74415835555,5.07946545132,2.51303378906,9.60744639392,77.4062129488,10662.6651153,2.05321020393,122.571165762,97.2610571051,93.4210155621,3298.50492802,61060.9772085,11282.5759637,2751.70042871,9678.32577139,2551.76544883,8650902255320,4529.90198867,4497.19066225,884.442588772,0.138114277589,250.068804501,27.7869656256,277.855770127,41355.77598,478.754203758,9340.30229144,31536.7194848,84078.8486738,48743.3484529,5370.29163015,7240.74298755,13419.1378518,0.133775938883,16546.0707389,132675.367641,31128.4523262,27437.8690342,1426.85881809,2263.72447385,6619.07115627,1021.79994941,0.349339332278,0.00378158454782,0.0755168842323,0.270040863498,132107.708128,691859345843,0,308938578849,382920766994,134303302859,0,134303302859,2038643277110,106427952782,20418242258.8,1540228605150,216323483671,261672946031,1036.32815444,2432.03830763,0.0010943166987,0.00448718445553,0.0914082930645,1.39275556838,4.00515864923,0.42617815909,0.455765331102,0.160660493507,0.420425963222,0.137395751486,0.102840180294,0.0513317563116,0.0750425654684,0.0715281888745,0.438138442434,1155.53383458,3.58077510159,3.13592044539,-1.39714545681,3.14622164881,1.69055161664,73912.7981719,714928.83379,1617533.97637,2332462.81016,41589.7482845,5259.5202256,5723.82850346,25997.2607363,10740.9196749,15823.2227806,1475.63714883,254.304355356,3.07814287149,147.833616244,104.22637095,4.6121645532,2768.4522352,255.138130065,42462.0089146,6.6554745532,17553.1642848,2.05311359642
2096,3657025.83206,0.0329275505423,635544.452163,0.00850631000239,1.1234633885,562066.129337,974195.387362,2120764.31536,432676.861847,3792.00965251,233.905184812,0.0580998839427,0.103485421863,0.262476835216,0.634037742921,3.28245411715,342.83390689,59.5801609131,122.18844752,2353.69149811,2535.43928434,2518.53257152,609.672382229,1145.06522042,1382.45886199,0.564584924534,0.349170655625,1.71766764409,5.00609124074,2.47279218578,9.47874337946,77.493995556,10667.0482661,2.05201798336,122.332881477,97.0628845423,93.5294653673,3289.18809765,61453.3666662,11317.547473,2772.30826908,9879.398799,2563.43752401,8669737003650,4589.83652467,4548.43575817,889.37791989,0.139293176419,250.243929145,27.8216183132,278.065547458,41751.55784,448.273976818,9244.99710813,32058.2867551,84416.4247907,49059.7286698,5346.24264566,7215.36336996,13425.9853446,0.134093013527,16584.4681307,133383.346001,31301.5052252,27615.9610043,1420.6646179,2264.87960298,6634.759625,1018.54287834,0.352857031605,0.00354135112362,0.0747500319282,0.274565648554,132339.467866,675299155429,0,298552220389,376746935040,130139737643,0,130139737643,1985831765490,101915831971,19914438053.2,1502326066090,209627523099,253963738251,1034.05610764,2421.91604959,0.00106255219935,0.00434752713754,0.0856029384979,1.3787448249,4.07275969867,0.425967445059,0.455697913087,0.159363648029,0.420336021371,0.138811389602,0.104120055923,0.0521245693939,0.0762347126644,0.0729656590464,0.44425638663,1168.22081608,3.621813114,3.13682983557,-1.39712498806,3.13962426176,1.69616342338,77193.0873818,719889.605842,1646248.74374,2366138.34958,42230.6510673,5421.65647726,5993.10299375,26184.3638423,10725.5970434,15901.4642557,1475.9985313,251.271185307,2.88220218474,147.72264577,104.269215764,4.49941996302,2784.51587515,254.874063719,42903.0638794,6.54272996302,17628.7339723,2.06181255768
2097,3753077.68715,0.0282996792638,638118.873187,0.00574905615767,1.14010218454,565600.071122,989786.310915,2197691.30512,450458.136947,3788.18905737,234.678009294,0.0583360089719,0.103130684351,0.262537629447,0.634331686202,3.28245321345,351.707655114,59.799266437,121.955118032,2349.48901082,2532.27299498,2517.09951681,610.63832858,1146.71623111,1392.84386737,0.549617710692,0.340477457422,1.69450094582,4.94158770841,2.43797787061,9.36932008372,77.6218690116,10671.0150677,2.05085109154,122.091314255,96.9441497152,93.6240205523,3279.98826369,61831.102614,11345.2199057,2791.2960513,10087.8414774,2575.09920918,8683317200250,4651.07268225,4600.03021131,893.85986362,0.140381185248,250.368296137,27.8566030822,278.224899219,42093.5054252,419.615350905,9138.47555962,32535.4145147,84644.2571076,49290.1224661,5321.93705649,7185.67222971,13414.0017351,0.134373143474,16618.1958499,133923.434762,31422.8993657,27745.6507981,1414.39052445,2262.85804315,6648.62011489,1014.65804627,0.355916712552,0.0033154168422,0.073892840029,0.27870845568,132523.247306,663435147962,0,290347802994,373087344969,127028083792,0,127028083792,1947029686420,98236112254.6,19606768267,1474901998350,204460739290,248060180518,1031.85680214,2411.6632339,0.00103967328948,0.00424482186699,0.0801430191886,1.36302738954,4.13455347578,0.425764270647,0.455633585506,0.157963924119,0.42025094634,0.140212127416,0.105399040516,0.0529224401229,0.077434334006,0.0744171756856,0.450385117746,1181.03314603,3.65726759429,3.13600132234,-1.38169750571,3.11844417338,1.70176409735,79898.7258174,724963.941593,1677215.70961,2402179.6512,42911.8978819,5502.19346261,6216.37337147,26344.2243772,10651.0426316,15981.1233726,1476.36136226,247.947809275,2.69779057312,147.622819745,104.30799081,4.38330371746,2799.59647038,254.628601128,43211.6403803,6.42661371746,17705.4325442,2.07004286662
2098,3850058.12491,0.0265890310545,643272.320788,0.00754045682012,1.16056697649,562085.338046,1002604.28044,2285368.50642,468784.895698,3783.40002862,236.192251869,0.0587602511368,0.102388301376,0.262664857609,0.634946841015,3.28245144767,360.679224382,60.2627166138,121.717693441,2345.30176667,2529.02278741,2515.4824594,611.505233174,1148.558779,1402.87730126,0.536396721044,0.332977110203,1.673856159,4.8839111068,2.40718601427,9.27511175383,77.7749449625,10674.4660204,2.04971127065,121.846541263,96.8770768482,93.7083999302,3270.95930878,62207.8381547,11366.6991104,2808.99026784,10303.70113,2586.61813046,8711204402980,4710.12123241,4652.19144935,900.269603571,0.141399561077,250.352277982,27.8899454024,278.242223384,42411.9304001,392.670404026,9026.66624502,32992.5937511,84816.6820791,49472.5667991,5297.7282517,7153.09057801,13392.3629447,0.134672042413,16654.0240836,134381.703057,31515.7090851,27848.3496047,1408.15176565,2259.20771479,6663.40927178,1010.38098353,0.358784217089,0.00310299903342,0.0729937445324,0.282687473523,132852.90088,661425191825,0,286510417185,374914774640,126343958140,0,126343958140,1937369581470,96071813812.9,19589259613.6,1469570114050,202374019686,245836188123,1029.76428958,2401.46816036,0.00102821957428,0.00418930909977,0.0750096355094,1.34646993414,4.19365487105,0.42555648261,0.45556361419,0.156482196514,0.420157766538,0.141606879653,0.106676905876,0.053725275624,0.0786413062416,0.0758827421176,0.456533109512,1194.03911858,3.679936523,3.13383353877,-1.36041337128,3.09305945097,1.70726912468,81757.3698879,730063.261228,1709753.42711,2439816.68834,43621.4155875,5493.28491153,6370.90706885,26494.3603756,10551.8646143,16054.2869015,1476.44967543,244.518899307,2.52439542884,147.458901309,104.341723491,4.26731526657,2815.28380908,254.325020229,43417.1320587,6.31062526657,17775.2554762,2.07875309291
2099,3959050.28102,0.0276067252485,653203.942719,0.0128918331347,1.17811316562,559631.278903,1015021.95564,2384397.04648,487440.797821,3778.70211803,237.388637997,0.0591093808428,0.100955522599,0.262910404472,0.636134072929,3.28244847915,370.78860577,61.1764342486,121.476722783,2341.12284757,2525.67913725,2513.70734214,612.259849853,1150.57768634,1412.55489717,0.523930270982,0.325952904396,1.65412663248,4.8287127211,2.37765953065,9.18744536157,77.9215672356,10677.3784831,2.0485989398,121.598764856,96.8089680882,93.7894562191,3262.08701542,62594.7351304,11384.5553727,2826.27755097,10525.4673384,2597.9165639,8766682294820,4765.09179662,4705.97186696,910.158876311,0.14240247022,250.147967008,27.9206467048,278.068613713,42746.7687614,367.345174816,8916.65994315,33462.7636435,84996.9562481,49654.7341332,5274.09481749,7119.61790921,13372.3098835,0.135020521853,16695.817414,134863.342919,31608.792845,27950.8924872,1402.07546884,2255.824889,6680.65161169,1005.9936147,0.361802093265,0.00290335290513,0.0721098014463,0.286788938913,133451.660918,669856933092,0,287176317377,382680615715,128336516274,0,128336516274,1958457590430,95417900494.2,19837299409.2,1487678231230,203485906159,247456153636,1027.78670347,2391.53857424,0.00102549432005,0.00416980401661,0.0701848012268,1.33013109721,4.25431790373,0.425338521821,0.455488076217,0.154974777637,0.420050890292,0.143002694281,0.107954239112,0.0545335336431,0.0798563946203,0.0773646754466,0.462711537102,1207.51302658,3.69666176509,3.13122483341,-1.34503848794,3.0758446805,1.71266461627,82804.4102925,735107.7206,1743065.41432,2478173.13492,44345.231944,5415.86481561,6459.04918066,26655.4842611,10473.2832691,16116.7539894,1476.10267058,241.20139133,2.36153306229,147.193568808,104.370192491,4.15533825617,2831.55106929,253.925294362,43587.8167108,6.19864825617,17834.0580514,2.0879407865
2100,4082603.31736,0.0297337654853,667683.307633,0.0189221979436,1.18794221459,565457.014353,1029123.38304,2488022.91996,506247.010489,3774.35796889,238.023035537,0.0593221419587,0.0989227045328,0.263258784911,0.637818510556,3.28244512164,382.27273579,62.5182279074,121.232885974,2336.94587778,2522.23748495,2511.80743833,612.907073676,1152.74369329,1421.94373633,0.511245332907,0.318746096038,1.63370277284,4.77154427315,2.34664068996,9.09720295967,78.0319866339,10679.8181903,2.04751287767,121.348234957,96.6927686749,93.8738001303,3253.2881482,62991.253509,11401.5199532,2844.14903559,10750.2149493,2609.00871423,8848707607970,4816.45384277,4762.70027517,923.296478662,0.143449211286,249.772935408,27.9490442804,277.721979688,43127.0173113,343.545312031,8813.30640009,33970.1655992,85226.2997054,49872.5415494,5251.2845258,7086.46046636,13361.7081011,0.135394213424,16740.7655291,135439.777483,31723.7770639,28073.4973461,1396.24328304,2254.03643474,6699.14141727,1001.69227232,0.365219424355,0.00271577064469,0.07127933819,0.29122431552,134294.583576,684327846665,0,290360655829,393967190837,131926073460,0,131926073460,1997280974590,95571412124.5,20211614838,1519369381100,206416639080,251283339570,1025.8923315,2382.00790234,0.0010249287931,0.00415942738365,0.0656514231628,1.31475118219,4.31980959587,0.425106804204,0.45540043145,0.15351699718,0.419925774187,0.144408416335,0.109231526606,0.0553476171808,0.0810802515258,0.0788663969086,0.468934208557,1221.78989118,3.70383333571,3.12862664606,-1.34605209043,3.07667697778,1.71792111388,83345.8756972,740050.607731,1776513.20907,2516563.8168,45072.783075,5310.58455709,6505.37182516,26840.556672,10455.4210996,16169.7543821,1475.37893812,238.139133113,2.20868913757,146.840686383,104.39404036,4.04977074528,2849.57286968,253.44341588,43801.3495967,6.09308074528,17883.2724534,2.09830956132
2101,4216163.30079,0.0313800089407,684623.139688,0.0229305642211,1.18896174728,582736.113232,1045120.42855,2588306.75901,525082.921839,3769.67432288,238.8084028,0.0595757594936,0.0966399756191,0.263649994589,0.639710029792,3.28244231497,394.703944275,64.0922645301,120.98672405,2332.76581447,2518.69782405,2509.81744575,613.446381049,1155.03206441,1431.09101172,0.497827337189,0.311047751761,1.61172960385,4.70998915295,2.31260214939,8.99913223549,78.0898718319,10681.8372655,2.04645070503,121.095213093,96.5045569612,93.9648386701,3244.44591608,63391.0145092,11419.2959829,2863.21271016,10976.431704,2619.99440136,8945131880500,4867.20994656,4823.14681191,938.136440715,0.144576207044,249.302227272,27.9768388206,277.279066093,43558.6852396,321.181774142,8717.37406125,34520.1294042,85513.8114553,50139.30952,5229.25516197,7053.68642498,13362.0471289,0.135746078122,16783.1996444,136126.18312,31868.4166345,28223.6623404,1390.66066744,2254.09362661,6716.55125561,997.513938781,0.369087284733,0.0025395791728,0.070507970197,0.296039735363,135251.125774,698857065050,0,293480052570,405377012480,135559634800,0,135559634800,2036301298470,95666067399.9,20552632470.3,1551249919620,209353954665,255144791708,1024.03124214,2372.88506584,0.00102079089142,0.00413486525186,0.0613932466346,1.30047036828,4.39097220107,0.424862284205,0.455293695623,0.152154815269,0.419783059536,0.145838195933,0.1105102106,0.0561686043677,0.0823145869507,0.080390874434,0.475222472285,1237.06255077,3.70372016645,3.12616379846,-1.36571412302,3.09601874485,1.72304086362,83817.5725894,744888.979592,1809808.0983,2554697.07789,45799.6691493,5220.89142965,6545.31760035,27050.3422952,10506.1647662,16220.0962425,1474.47051545,235.348954748,2.0653000301,146.465307706,104.413776596,3.95069073175,2870.54839728,252.944384332,44101.8246617,5.99400073175,17929.9157127,2.11060284703
2102,4362335.07482,0.0331801767927,701788.550471,0.023898201418,1.18236023368,611702.371679,1063070.8636,2687561.83954,543863.21289,3764.99335848,239.419744078,0.0597889723028,0.094429370956,0.264028843752,0.641541785292,3.28244034819,408.325085102,65.6891010616,120.738563249,2328.57913971,2515.06345742,2507.76831368,613.87150227,1157.41951912,1440.04487928,0.48366763545,0.302880121305,1.58815577025,4.64389187291,2.27541182949,8.89249966541,78.0942012408,10683.4853747,2.04540976036,120.839983963,96.2452179025,94.0624897447,3235.47538908,63790.6500922,11438.4275364,2883.59158707,11204.6981649,2630.99543221,9043470748330,4921.62504418,4887.25855152,953.089341094,0.145790534793,248.821767047,28.006347147,276.828114194,44030.9512322,300.177675577,8626.77817465,35103.995382,85847.4994698,50449.3918018,5207.85901664,7020.87127633,13370.2767366,0.136050636093,16819.9719147,136899.321978,32038.9715956,28398.2091721,1385.28051365,2255.48190987,6731.62041451,993.385269585,0.373308948503,0.00237413925332,0.0697788714535,0.301155937796,136193.038061,708443909178,0,294441172019,414002737159,137997174253,0,137997174253,2060943891020,95041241363.3,20737681786.5,1572152251350,210814708187,257239249699,1022.16973893,2364.09308247,0.00100948342446,0.00408161267328,0.0573948329303,1.28700264428,4.4667450769,0.424611906764,0.455171123836,0.150884106943,0.419631053267,0.147297390214,0.1117918346,0.0569976809025,0.0835612413454,0.0819398063785,0.48158795344,1253.31284563,3.70460810264,3.12390818131,-1.39611817335,3.12497409548,1.72807352275,84599.6374234,749656.203855,1843048.93849,2592705.14235,46526.7655334,5175.54166012,6610.09438687,27278.2178318,10597.7776149,16277.0583854,1473.55233768,232.761492085,1.93078759804,146.15438627,104.429886681,3.85670474161,2893.82405219,252.515060549,44486.0898336,5.90001474161,17983.3722152,2.12446655564
2103,4512105.51208,0.0334573947105,714687.098165,0.0197885850814,1.17070383805,650705.973239,1082899.84083,2778499.69802,562549.729618,3760.78749195,239.40167329,0.0598475880516,0.0928347503699,0.264302126752,0.642863122878,3.28243928524,422.29192512,66.8881943771,120.488552189,2324.38343554,2511.33942803,2505.68544592,614.177231303,1159.87006278,1448.85762159,0.469290262703,0.294660096553,1.56387585108,4.57566392629,2.23652842301,8.78157518193,78.0619314964,10684.8017774,2.04438795828,120.582884368,95.9459639151,94.1624127467,3226.33708993,64165.5134024,11457.4050244,2904.72087533,11432.4259784,2642.13474482,9118220097680,4982.5399478,4954.24958893,965.052807408,0.147057515312,248.414767353,28.039031889,276.453799242,44508.6382331,280.472246617,8535.79046062,35692.3755258,86175.6565946,50771.8542959,5186.88847521,6987.12602752,13376.8520852,0.136216931171,16840.0617383,137671.420855,32216.3067129,28579.7248858,1379.99069715,2256.59112997,6739.84849324,989.086191598,0.377567539919,0.00221884470086,0.0690448289165,0.306303866301,136885.861685,706490132885,0,290581958278,415908174607,137349332688,0,137349332688,2051913114720,92927217809.7,20652071345.6,1567153011990,208871004412,255237026974,1020.27822383,2355.44872389,0.000988530693641,0.00398962073436,0.0536415397831,1.27351102711,4.5433100651,0.424377311867,0.455056673156,0.149705652164,0.419493731648,0.148767748473,0.113076756985,0.0578352358855,0.084820765933,0.0835126779057,0.488013185182,1270.33583101,3.72597175569,3.12142067131,-1.43027473508,3.15606612785,1.73315016563,85884.260599,754401.871059,1876610.10104,2631011.97209,47258.9374059,5180.33147373,6715.75736849,27502.3108773,10705.5517871,16347.0751236,1472.9100086,230.190139729,1.80455339417,145.961649648,104.442754371,3.76452888052,2915.20360582,252.208957413,44923.6200329,5.80783888052,18050.175272,2.1373565642
2104,4654034.3365,0.0316470389519,720834.37206,0.0120909239271,1.15823468313,695709.79992,1103769.40087,2854555.13571,581167.97806,3757.17796829,238.647702032,0.0597242526882,0.0920966460647,0.264428621644,0.643474732291,3.28243887589,435.534851795,67.4572787187,120.236665453,2320.17627584,2507.53079213,2503.58561738,614.360925353,1162.32806405,1457.57251515,0.455689242702,0.287099310718,1.54068148827,4.51027179041,2.19896805888,8.6756071969,78.0337832478,10685.7908554,2.04338477182,120.324314965,95.6715287087,94.2570685448,3217.05508736,64502.9303375,11473.3319707,2925.40184765,11661.2192917,2653.48751104,9155624929460,5051.33758496,5022.16942188,972.395902314,0.148304124683,248.128377204,28.0755140918,276.203891295,44946.5976637,261.990641888,8437.70553595,36246.9014859,86437.1547787,51061.1828291,5165.8948466,6950.6588995,13370.4818395,0.136214718531,16839.5952636,138334.411342,32372.778943,28742.5893309,1374.67310258,2255.51650943,6739.73901451,984.364921293,0.381475473907,0.00207312105106,0.0682522154863,0.31115013737,137212.788821,692985525120,0,282026942578,410958582543,133598301949,0,133598301949,2009330774720,89412265479,20329953127.3,1536243509590,203581306557,249176005453,1018.35354859,2346.75897175,0.000961365817144,0.00387291266001,0.0501194927202,1.25899581919,4.61569090578,0.424162921753,0.454949946274,0.148560646617,0.419375824328,0.150236926496,0.114363574495,0.0586804132739,0.0860917095488,0.0851061581625,0.494478781976,1287.63218983,3.75265553748,3.11767000952,-1.45578085365,3.17626486721,1.73822612009,87584.4738835,759166.956731,1910926.45645,2670093.41318,48003.3588595,5215.25157468,6855.60772951,27699.484156,10781.8270991,16433.2752203,1472.66570536,227.424653797,1.68603081168,145.909113514,104.452422499,3.67066865643,2934.8203086,252.047566824,45336.9189846,5.71397865643,18133.3655794,2.14932877293
